course_title,domain,level,course_type,schedule,course_url,duration,rating
Engineering of Structures: Shear and Bending,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/engineering-of-structures-shear-and-bending,14 hours (approximately),
"Population, Food, and Soil",Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/population-food-and-soil,15 hours (approximately),4.7
Flight mechanics - Propulsive balance and energy,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/flight-mecha-balance,6 hours (approximately),4.7
Statistical Molecular Thermodynamics,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/statistical-thermodynamics,Approx. 20 hours to complete,4.9
Finite Element Analysis Convergence and Mesh Independence,Physical Science and Engineering,Beginner level,Guided Project,,https://www.coursera.org/projects/finite-element-analysis-convergence-and-mesh-independence-study-mw7ah,1 hour,4.5
Exploring concepts of Optics using Wolfram notebook,Physical Science and Engineering,Intermediate level,Guided Project,,https://www.coursera.org/projects/concepts-of-optics,2 hours,
"Agroforestry IV: Climate, Carbon Storage and Agroforestry",Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/agroforestry4,5 hours (approximately),
Agroforestry III: Principles of Plant and Soil Management,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/agroforestry3,6 hours (approximately),
"Agroforestry V: Ecosystem Services, Food and Sustainability",Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/agroforestry5,5 hours (approximately),
Explore Einstein's theories of Relativity using Wolfram,Physical Science and Engineering,Advanced level,Guided Project,,https://www.coursera.org/projects/explore-einsteins-theories-of-relativity-using-wolfram,2 hours,
Mycelium Growth with NetLogo Web,Physical Science and Engineering,Intermediate level,Guided Project,,https://www.coursera.org/projects/mycelium,1.5 hours,4.3
Introducing Cellular Automata,Physical Science and Engineering,Beginner level,Guided Project,,https://www.coursera.org/projects/cellular-automata,1.5 hours,4.7
Beer Quality Systems,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/beer-quality-systems,8 hours (approximately),
Beer Quality: Freshness,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/beer-quality-freshness,7 hours (approximately),
Beer Quality: Flavor,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/beer-quality-flavor,8 hours (approximately),
Netzkonvergenzstudien in der Finiten Elemente Methode,Physical Science and Engineering,Beginner level,Guided Project,,https://www.coursera.org/projects/netzkonvergenzstudie-finite-elemente-methode,1 hour,
Foundational Sustainability Skills & Competencies,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/sustainability-skills-and-competencies,10 hours (approximately),
"Modern Robotics, Course 3:  Robot Dynamics",Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/modernrobotics-course3,21 hours (approximately),4.7
Diode - pn Junction and Metal Semiconductor Contact,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/diode-pn-junction-metal-semiconductor-contact,16 hours (approximately),4.5
Theory of Angular Momentum,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/theory-of-angular-momentum,12 hours (approximately),4
Approximation Methods,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/approximation-methods,14 hours (approximately),
MV Substation - An industrial approach (PART-A),Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/mv-substation-an-industrial-approach-part-a,14 hours (approximately),4.9
Internet of Things: Multimedia Technologies,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/internet-of-things-multimedia,5 hours (approximately),4.6
Internet of Things Capstone V2: Build a Mobile Surveillance System,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/internet-of-things-capstone-version2,4 hours (approximately),4.7
"Hardening, Polymers, Properties",Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/hardening-polymers-properties,23 hours (approximately),4.6
Electrical Properties and Semiconductors,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/electrical-properties-and-semiconductors,22 hours (approximately),4.2
Phase Diagrams,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/phase-diagrams,17 hours (approximately),4.5
Physics of Light and Materials,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/light-materials,17 hours (approximately),
Physics of Geometrical and Physical Optics,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/geometrical-physical-optics,19 hours (approximately),
Advanced Manufacturing Enterprise,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/advanced-manufacturing-enterprise,18 hours (approximately),4.6
Digital Thread: Implementation,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/digital-thread-implementation,20 hours (approximately),4.7
Cyber Security in Manufacturing,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/cyber-security-manufacturing,21 hours (approximately),4.7
EV Evolution: Comprehensive Introduction to EVs,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/ev-evolution-comprehensive-introduction-to-evs,Approx. 1 hour to complete,
Qualitative and Quantitative Analysis of Disaster Risk,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/qualitative-and-quantitative-analysis-of-disaster-risk,14 hours (approximately),
Engineering of Structures: Tension and Compression,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/engineering-of-structures-tension-and-compression,11 hours (approximately),
Understanding Modern Physics III: Simplicity and Complexity,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/understanding-modern-physics-3-simplicity-and-complexity,Approx. 6 hours to complete,4.8
Electron and Ion Beam Characterization,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/electron-and-ion-beam-characterization,4 hours (approximately),
Learning for a Sustainable Future: Live at COP28,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/learning-live-at-cop,Approx. 13 hours to complete,4.7
3D Printing Technology Deep Dive and Use Cases,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/3d-printing-technology-deep-dive-and-use-cases,9 hours (approximately),
Physics 102 - Electric Potential and DC Circuits,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/physics-102-electric-potential-and-dc-circuits,21 hours (approximately),4.8
Material Jetting and Stereolithography,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/material-jetting-and-stereolithography,5 hours (approximately),
Generative Design for Performance and Weight Reduction,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/generative-design-performance-weight-reduction,27 hours (approximately),4.8
Computer Architecture,Physical Science and Engineering,Advanced level,Course,Flexible schedule,https://www.coursera.org/learn/comparch,Approx. 49 hours to complete,4.7
Chemistry,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/chemistry-1,Approx. 22 hours to complete,4.7
The Age of Sustainable Development,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/sustainable-development,Approx. 30 hours to complete,4.7
Advanced Chemistry,Physical Science and Engineering,,Course,Flexible schedule,https://www.coursera.org/learn/advanced-chemistry,Approx. 16 hours to complete,4.7
CFD Simulation Through a Centrifugal Pump,Physical Science and Engineering,Beginner level,Guided Project,,https://www.coursera.org/projects/cfd-simulation-through-a-centrifugal-pump-obg1d,1 hour,4.6
"FEM - Linear, Nonlinear Analysis & Post-Processing",Physical Science and Engineering,Intermediate level,Guided Project,,https://www.coursera.org/projects/finite-element-method-linear-nonlinear-analysis-post-processing,1 hour,4.7
Mechanics of Materials III: Beam Bending,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/beam-bending,Approx. 13 hours to complete,4.8
Mastering Statics,Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/mastering-statics,Approx. 21 hours to complete,4.8
Our Place in the Cosmos,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/our-place-in-the-cosmos,20 hours (approximately),
Teaching in University Science Laboratories (Developing Best Practice),Physical Science and Engineering,Intermediate level,Course,Flexible schedule,https://www.coursera.org/learn/developing-university-lab-education,Approx. 14 hours to complete,4.6
Getting There and Going Beyond,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/getting-there-and-going-beyond,26 hours (approximately),
What is Climate Change?,Physical Science and Engineering,Beginner level,Course,Flexible schedule,https://www.coursera.org/learn/what-is-climate-change,6 hours (approximately),4.8
